--------- beginning of system
02-08 22:42:38.224  1029  4888 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity} from uid 2000
02-08 22:42:38.256  1029  1053 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.278  1029  1062 D ActivityManager: Is background playback GK enabled: false Is background playback enabled for all apps: false
02-08 22:42:38.283  1029  1062 I ActivityManager: Start proc 25212:com.YourCompany.TemplateProject3/u0a147 for activity {com.YourCompany.TemplateProject3/com.epicgames.ue4.GameActivity}
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: DEVICE MODEL NUMBER = Quest 2
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: DEVICE BUILD NAME = user-49882890192000150
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: DEVICE BUILD TYPE = user
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: DEVICE OS VERSION = 10
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: API LOADER VERSION = 1.0.25
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: RUNTIME API VERSION = 1.0.25
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: RUNTIME VERSION = 49.0.0.186.357 Jan 21 2023 14:22:25 RELEASE
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: APP NAME = Oculus App Runtime
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: APP VERSION = 49.0.0.186.358 versionCode 440026826 internalVersionName 49.0.0.186.358.8b032e9b092a 2023_01_21_14_22
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: APP VR TYPE = vr_only
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: APP MODE TYPE = VR
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: APP PACKAGE NAME = com.oculus.vrshell
02-08 22:46:57.473  3797  4689 I VrRuntimeClient: APP ACTIVITY CLASS = com.oculus.vrshell.ShellApplication
02-08 22:46:57.473  3797  4689 I Sensor  : OSSDKTRACKING Initializing head tracking
02-08 22:46:57.473  3797  4689 I Sensor  : OSSDKTRACKING Head tracker != nullpointer 0xc78bf5a8, 1
02-08 22:46:57.473  3797  4689 I Sensor  : OSSDKTRACKING Initializing controller tracking
02-08 22:46:57.473  3797  4689 I Sensor  : OSSDKTRACKING Controller tracker != nullpointer 0xc78bf830, 1
02-08 22:46:57.473  3797  4689 D BatteryReceiver: Registering battery receiver
02-08 22:46:57.494 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:57.499 18403 18403 W OVRLibrary: null cursor received for query content://com.oculus.ocms.library/apps/profile_system_app
02-08 22:46:57.504  3797  3797 D [SEO] BaseOverlayService: setOverlayInputFocus : completed - inputFocus=true shouldSupportIME=true actionTaken:true
02-08 22:46:57.504   883 24830 I [CT]    : VIPER: Mode=SuperVega,Status=6DoF,TRACKING,Inl=19,Mem=62.6,Jit=0.1mm,Issues(Cam/min=0.0,IMU/min=0.0),Exp=(14.0ms,g=15.0,I=44,Ir=212.4)(14.0ms,g=15.0,I=87,Ir=417.7)(14.0ms,g=15.0,I=105,Ir=500.6)(10.1ms,g=12.0,I=74,Ir=617.8)
02-08 22:46:57.504   883 24830 W [CT]    : VIPER: Environment trending to dark, 
02-08 22:46:57.508  3797  4689 D HeadsetReceiver: getCurrentHeadsetState: true
02-08 22:46:57.508  3797  4689 I DeviceStatus: nativeHeadsetEvent(1)
02-08 22:46:57.513  1029  1051 W Looper  : Slow dispatch took 113ms android.ui h=com.android.server.am.ActivityManagerService$UiHandler c=null m=53
02-08 22:46:57.521  3797  3797 I DeviceStatus: nativeHeadsetEvent(1)
02-08 22:46:57.526  3797  4689 I VrRuntimeClient: SetCompositorClientFeatureFlag ClientFeatureFlag 0 
02-08 22:46:57.527  3797  4689 I LogTimer: CPUTIME: VrRuntimeClient_BeginSession took 215.7563 ms
02-08 22:46:57.528  3797  4689 I ClientInputInterface: DEADRECKONING SetControllerTrackingExtendedDeadreckoning 0
02-08 22:46:57.528  3797  4689 I ClientInputSettings: HANDTRACKING package name is com.oculus.vrshell
02-08 22:46:57.529  2024 24843 I CompositorVR: SetSchedFifo( tid=3418, pol=2, pri=0 ) succeeded
02-08 22:46:57.539   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 2 lines
02-08 22:46:57.543  3797  4689 I ClientInputSettings: HANDTRACKING: Manifest Permission request for com.oculus.vrshell
02-08 22:46:57.544 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:57.544  3797  4689 I ClientInputSettings: HANDTRACKING:  'com.oculus.vrshell' Is hands or controller.
02-08 22:46:57.545  3797  4689 I ClientInputSettings: HANDTRACKING: feature flag set to 2
02-08 22:46:57.545  3797  4689 I ClientInputInterface: HANDTRACKING sethandmanifest 2
02-08 22:46:57.546  3797  4689 D InputHooksJava: Enabling Java Input Hooks
02-08 22:46:57.546  3797  4689 W InputHooksJava: Unable to enable input hooks on a non-Activity Context
02-08 22:46:57.548  3797  4689 I InputDeviceManager: ovrInputDeviceManager::Initialize
02-08 22:46:57.549   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:57.550   883  1020 D TrackingService: getSharedMemory: com.oculus.vrshell#3797, HeadTracker
02-08 22:46:57.550  3797  4689 I Distortion: Initializing Mesh Decenter Correction
02-08 22:46:57.550   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:57.551  2149  2266 I OVRMediaService: onStartCommand Received message type: overlay_input_focus_change, caller package: com.oculus.vrshell, app identify: AppIdentity{uid=10020, packageNames=[com.oculus.vrshell], sha1=MxZgtt071YLz39PLrkVGckZooCE, sha2=3C-DTjwZQjeLFPB2yCzRq1nqZWa_9HMLIEfpjvyfna8, version=null, domain=null}
02-08 22:46:57.551   883  1020 D TrackingService: getSharedMemory: com.oculus.vrshell, Controller
02-08 22:46:57.551   865  4425 E CalibrationProvider: loadCalibration(LDISP_SN) failed: Calibration store didn't load any info
02-08 22:46:57.552  3797 25938 I InputDevice_TrackedRemote: REMOTE: Hand=2 IndexAnalog=0.00 GripAnalog=0.00 Buttons=0x00000000
02-08 22:46:57.552  3797 25938 I InputDevice_TrackedRemote: REMOTE: Hand=1 IndexAnalog=0.00 GripAnalog=0.00 Buttons=0x00000000
02-08 22:46:57.552  3797 25938 I InputDeviceManager: HANDTRACKING Pointer filter profile changed to: 0
02-08 22:46:57.552  3797 25938 I InputDeviceManager: HANDTRACKING Pointer filter profile changed to: 0
02-08 22:46:57.552  3797 25938 I InputDeviceManager: HANDTRACKING Root pose filter profile changed for (version, freq) to (2, 1) from (1,2)
02-08 22:46:57.552   865  4425 E CalibrationProvider: loadCalibration(RDISP_SN) failed: Calibration store didn't load any info
02-08 22:46:57.583  3835  3880 I [OAO] SwapChainApiOpenXr: Destroying SwapChain:0xc45c68b0
02-08 22:46:57.584  2024  3869 I VrRuntimeService: DestroySwapChain: swapchain=591
02-08 22:46:57.585  2024  3869 I VrRuntimeServer: DestroyTextureSwapChain: result destroyswapchain 1
02-08 22:46:57.586   883   883 W TrackingService: attachClient: found client in attached list
02-08 22:46:57.589 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:57.590  3835  3880 I [OAO] DialogControllerManager: Reset resetReason:6
02-08 22:46:57.590  3835  3880 I [OAO] OverlayFlowController: Reset - Resetting lastNonSystemPackageName to empty
02-08 22:46:57.590   883  1020 W TrackingService: attachClient: found client in attached list
02-08 22:46:57.590  3835  3880 I [OAO] OverlayFlowController: OnPrimaryPackageChange Setting lastNonSystemPackageName = com.oculus.shellenv
02-08 22:46:57.590  3835  3880 I [OAO] OverlayGuardianFlow: OverlayGuardianFlow UpdatePrimaryPackage lastNonSystemPackage:com.oculus.shellenv isVrShellPackage1
02-08 22:46:57.590  3835  3880 I [OAO] ShellOverlayApp: 0xc7b2ab28 msg: overlayCommand:
02-08 22:46:57.590  3835  3880 I [OAO] ShellOverlayApp: command = topActivityChanged
02-08 22:46:57.590  3835  3880 I [OAO] ShellOverlayApp: topActivity = com.YourCompany.TemplateProject3
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand command : topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand unknown command received: topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: 0xc7b2ab28 msg: overlayCommand:
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: command = topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: topActivity = com.YourCompany.TemplateProject3
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand command : topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand unknown command received: topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: 0xc7b2ab28 msg: overlayCommand:
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: command = topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: topActivity = com.oculus.shellenv
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand command : topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand unknown command received: topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: 0xc7b2ab28 msg: overlayCommand:
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: command = topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: topActivity = com.oculus.shellenv
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand command : topActivityChanged
02-08 22:46:57.591  3835  3880 I [OAO] ShellOverlayApp: Process_OverlayCommand unknown command received: topActivityChanged
02-08 22:46:57.593  3835  3880 I [OAO] VrPlatformOpenXr: xrPollEvent: received XR_TYPE_EVENT_DATA_DISPLAY_REFRESH_RATE_CHANGED_FB event: fromRate 72.000000 -> toRate 90.000000
02-08 22:46:57.594 21033 21115 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:57.604  2149  2266 I OVRMediaService: Received OVERLAY_INPUT_FOCUS_CHANGE. is focused: true
02-08 22:46:57.617  3797  4689 I Distortion: SetLensPositions - iad=0.0630817, left offset=-0.000219997,-0.00102733, right offset=9.91635e-05,-0.00104481
02-08 22:46:57.617  3797  4689 I Distortion: Initializing Mesh Decenter Correction
02-08 22:46:57.619   865  4425 E CalibrationProvider: loadCalibration(LDISP_SN) failed: Calibration store didn't load any info
02-08 22:46:57.619   865  4425 E CalibrationProvider: loadCalibration(RDISP_SN) failed: Calibration store didn't load any info
02-08 22:46:57.620  3797  4689 I Distortion: SetLensPositions - iad=0.0630817, left offset=-0.000219997,-0.00102733, right offset=9.91635e-05,-0.00104481
02-08 22:46:57.620  3797  4689 I Distortion: Created custom distortion mesh.
02-08 22:46:57.621  3797  4689 I PhaseSync: PhaseSync::PhaseSync PaddingLowerLimit 0.350000 StandardDeviations 2.000000 PaddingUpperLimit 0.750000 on instance 14
02-08 22:46:57.621  3797  4689 I VrRuntimeClient: PhaseSync Instance created
02-08 22:46:57.621  2024  3830 I VrRuntimeService: RuntimeServiceSDKServer::EnableRendering: 0x0, 0, com.oculus.vrshell
02-08 22:46:57.621  2024  3830 I ClientMgr: EnableRendering2: invalid clientWindow, testing uid/pid
02-08 22:46:57.621  2024  3830 I ClientMgr: EnableRendering2: matched uid: 10020 and pid: 3797 
02-08 22:46:57.621  2024  3830 I ClientMgr: EnableRendering2: Calling SetFocusedClient: 1150992703
02-08 22:46:57.621  2024  3830 I ClientMgr: ClientMgr::SetFocusedClient: 3797:com.oculus.vrshell type 1
02-08 22:46:57.621  2024  3830 I ClientMgr: SetFocusedPackageName - packageName com.oculus.vrshell processName com.oculus.vrshell clientId 1150992703 clientPid 3797
02-08 22:46:57.621  2024  3830 I ClientMgr: ClientMgr::EnableRendering 3797:com.oculus.vrshell : type 1 comp-id 7: enable
02-08 22:46:57.621  2024  3830 I CompositorClientMgr: Enable client 7
02-08 22:46:57.621  2024  3830 I VrRuntimeServer: EnableCompositorClient client(7): layer placement(2147483647) flags(0) sm(0x7accaa0010)
02-08 22:46:57.621  2024  3830 I CompositorVR: CheckDebuggerConnected: debugger 0
02-08 22:46:57.621  2024  3830 I VrRuntimeServer: SysProp debug mode is disabled on Server side
02-08 22:46:57.621  2024  3830 I UnifiedTelemetryWrapper: Started UT session render:com.oculus.vrshell
02-08 22:46:57.621  3797  4689 I VrApi   : OVR::Stats thread started
02-08 22:46:57.621  3797  4689 I XrRuntimeUtils: XrRuntimeUtils::BeginSession
02-08 22:46:57.621  3797  4689 I XrRuntimeSystem_Client: BeginSession
02-08 22:46:57.621  3797  4689 I OpenXR  : ------------ xrBeginSession [end] -----------
02-08 22:46:57.624  3371  4733 I [CT]    : MIXEDREALITY: MrFeatureStatus: Client status changed from Paused to Started.
02-08 22:46:57.624  3371  4733 I [CT]    : MIXEDREALITY: MrFeatureStatus: Target status Started, CurrentStatus: Paused
02-08 22:46:57.625  3371  4733 I [CT]    : MIXEDREALITY: MrFeatureStatus: Operation chain: Start
02-08 22:46:57.625  3371  4733 I [CT]    : MIXEDREALITY: MrFeatureStatus: Global status changed from Paused to Started.
02-08 22:46:57.625  3371  4733 I [CT]    : MIXEDREALITY: MrServiceController: Queuing command linked to operation Start for feature 0
02-08 22:46:57.627  3797  4689 I [SEO] VrPlatformOpenXr: VrPlatformOpenXr::SetPropInhibitHandleHomeKey inhibit:1
02-08 22:46:57.627  3797  4689 I OpenXR_DeviceSettings: ------------ xrSetDeviceSettingBooleanFB -----------
02-08 22:46:57.627  3797  4689 I ClientInputSettings: SetInhibitHandleHomeKey = true for com.oculus.vrshell
02-08 22:46:57.627  3797  4689 I ClientInputInterface: SetInhibitHandleHomeKey 1 for process com.oculus.vrshell 3797
02-08 22:46:57.627  3797  4689 I [SEO] VrPlatformOpenXr: VrPlatformOpenXr::SetPropInhibitHandleHomeKey result = 0
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrServiceController: Executing passthroughStart on model
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrServiceModel: passthroughStart()
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrServiceModel: passthroughStart: Started Passthrough
02-08 22:46:57.627  3797  4689 I [SEO] Compositor: EnterVrMode with eye buffer: 1440x1584 : 3
02-08 22:46:57.627  3797  4689 I [SEO] AudioMixer: Enabling AudioPlayer.
02-08 22:46:57.627  3797  4689 I [SEO] AudioEngine: virtual void AudioLibrary::AudioEngine::EnablePlayer()
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: OpenXrSupport: renderIteration: Display refresh rate changed, new value: 90.
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrRuntimeImpl: onDisplayRefreshRateChanged: Display rate changed from 72 to 90.
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrRuntimeImpl: Force telemetry to be sent now.
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrRuntimeImpl: Reset telemetry such to start collecting data using the new refresh rate.
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrRuntimeImpl: setSessionInitTime: Capability 0: timer set to 21533.081842146 ns, duration reset after 370.76299439 s.
02-08 22:46:57.627  3371  3418 I [CT]    : MIXEDREALITY: MrRuntimeImpl: setSessionInitTime: Capability 2: timer set to 21533.081877354 ns, duration reset after 966.165370204 s.
02-08 22:46:57.628  3797  4689 D         : PlayerBase::PlayerBase()
02-08 22:46:57.628  3371  3418 I [CT]    : MIXEDREALITY: MrServiceView: renderIteration: Nothing to render, hibernating the rendering thread since ID is off and no active PT layers.
02-08 22:46:57.628  3371  3418 I [CT]    : MIXEDREALITY: MrServiceModel: Hibernating caller (most likely rendering thread) due to commandQueue being empty.
02-08 22:46:57.628  3797  4689 D         : TrackPlayerBase::TrackPlayerBase()
02-08 22:46:57.628  3797  4689 I libOpenSLES: Emulating old channel mask behavior (ignoring positional mask 0x3, using default mask 0x3 based on channel count of 2)
02-08 22:46:57.638 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:57.639   745 11916 I audio_hw_primary: getting vr mode to 0
02-08 22:46:57.664   765  5114 I AudioPolicyManagerCustom: VR mode is 0, switch to primary output if request is for fast|raw
02-08 22:46:57.667  3797 25942 D VrApi   : targetSDKVersion 29
02-08 22:46:57.669   765  5114 W AudioFlinger: createTrack_l(): mismatch between requested flags (00000104) and output flags (00000006)
02-08 22:46:57.670   765  5114 D AudioFlinger: Client defaulted notificationFrames to 192 for frameCount 384
02-08 22:46:57.672   765  5114 D AF::TrackHandle: OpPlayAudio: track:300 uid:10020 pkg:com.oculus.vrshell usage:1 not muted
02-08 22:46:57.672  3797 25942 I JniUtils: ovr_GetCurrentPackageSignature 
02-08 22:46:57.683 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:57.704  3797  4689 I AudioTrack: createTrack_l(0): AUDIO_OUTPUT_FLAG_FAST successful; frameCount 0 -> 384
02-08 22:46:57.717 22160 22160 W DeviceConfigUtil: Try to get config param "oculus_presence_service:realtime_gql_for_party_state" before Device Config has subscribed to the service.
02-08 22:46:57.720 22160 22260 W REFLECT [RUNTIMEIPC]: !IsClientValid: MarkerPoint
02-08 22:46:57.721 22160 22260 E QplClient: (com.oculus.socialplatform) MarkerPoint failed!
02-08 22:46:57.724  3797 25942 I Metrics : device name = Oculus Quest 2
02-08 22:46:57.725  1535  1535 V AvrcpMediaPlayerList: onPlaybackConfigChanged(): Configs list size=17
02-08 22:46:57.727  2149  2657 E OVRMediaServiceManager: LivestreamingManager Not initialized
02-08 22:46:57.728  2149  2532 E OVRMediaServiceManager: LivestreamingManager Not initialized
02-08 22:46:57.728 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
02-08 22:46:57.748 22160 22260 W REFLECT [RUNTIMEIPC]: !IsClientValid: MarkerPoint
02-08 22:46:57.748 22160 22260 E QplClient: (com.oculus.socialplatform) MarkerPoint failed!
02-08 22:46:57.756 22160 22160 W VRLifecycleManager: onHeadsetMounted
02-08 22:46:57.761  3797 25944 D         : PlayerBase::stop() from IPlayer
02-08 22:46:57.761  3797 25944 D AudioTrack: stop(379): called with 0 frames delivered
02-08 22:46:57.761  3797  4689 D [SEO] ShellApplication: requestAudioFocus, transientFocus=false
02-08 22:46:57.761  3797  4689 W AudioManager: Use of stream types is deprecated for operations other than volume control
02-08 22:46:57.761  3797  4689 W AudioManager: See the documentation of requestAudioFocus() for what to use instead with android.media.AudioAttributes to qualify your playback use case
02-08 22:46:57.764  1535  1535 V AvrcpMediaPlayerList: onPlaybackConfigChanged(): Configs list size=17
02-08 22:46:57.764  1535  1535 V AvrcpMediaPlayerList: onPlaybackConfigChanged(): Configs list size=17
02-08 22:46:57.765  1029  1795 I MediaFocusControl: requestAudioFocus() from uid/pid 10020/3797 clientId=android.media.AudioManager@e4f576dcom.oculus.vrshell.ShellAudioFocusHandler@fb99fa2 callingPack=com.oculus.vrshell req=1 flags=0x0 sdk=29
02-08 22:46:57.766   883  1020 I chatty  : uid=1000(system) Binder:883_2 identical 4 lines
02-08 22:46:57.767 21033 21115 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
