--------- beginning of system
03-09 18:58:45.043  1052  8717 I ActivityTaskManager: START u0 {flg=0x10000000 cmp=com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity} from uid 2000
03-09 18:58:45.069  1052  1085 I ActivityManager: Start proc 14799:com.CraftyGoblinStudios.GroovyBeats/u0a217 for activity {com.CraftyGoblinStudios.GroovyBeats/com.epicgames.ue4.GameActivity}
03-09 18:59:52.738 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.740 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.740 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.740 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.740  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.752  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.763  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.774  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.783 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.785  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.786 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.786 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.786 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.787 13337 13408 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.787 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: getAnchorStates failed
03-09 18:59:52.787 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: AnchorStates update failure.
03-09 18:59:52.796  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.807  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.818  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.829 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.830  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.831 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.831 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.831 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.841  2303  2343 I com.oculus.ocm: Background concurrent copying GC freed 21842(2499KB) AllocSpace objects, 18(360KB) LOS objects, 49% free, 3563KB/7127KB, paused 849us total 209.769ms
03-09 18:59:52.841  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.852  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.863  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.874  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.875 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.875 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.877 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.885  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.889  5987  6088 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_4 expire 1 line
03-09 18:59:52.889  5987  5987 I chatty  : uid=10026 com.oculus.systemux:SystemUX expire 3 lines
03-09 18:59:52.896  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.908  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.908  5987  8714 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_5 expire 1 line
03-09 18:59:52.915   861 15045 W [CT]    : VEGA:MAP_TRACKING_HM: [Throttled count=1] Bad map tracking: map tracking failed @ Submap id = 2, version = 768223575 with status: 2
03-09 18:59:52.915   861 15045 W [CT]    : VEGA:MAP_TRACKING_HM: [Throttled count=1] Map tracking did not run.
03-09 18:59:52.918  5987 15333 I chatty  : uid=10026(com.oculus.systemux) pool-24-thread- expire 1 line
03-09 18:59:52.919  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.920 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.920 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.920 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.922 13337 13463 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.922  5987  5987 I chatty  : uid=10026 com.oculus.systemux:SystemUX expire 3 lines
03-09 18:59:52.929  5987 15339 I chatty  : uid=10026(com.oculus.systemux) pool-23-thread- expire 1 line
03-09 18:59:52.929  5987 15345 I chatty  : uid=10026(com.oculus.systemux) pool-24-thread- expire 1 line
03-09 18:59:52.930  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.930  5987  6088 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_4 expire 1 line
03-09 18:59:52.933  3371  3552 I [SEO] PanelAppHost: Setting panel layer visibility of layer "#main" to visible, panel 17 (com.oculus.systemux/com.oculus.panelapp.anytimeui.AnytimeUIAndroidPanelService)
03-09 18:59:52.934  5987  8714 I chatty  : uid=10026(com.oculus.systemux) Binder:5987_5 expire 1 line
03-09 18:59:52.938  5987  5987 I chatty  : uid=10026 com.oculus.systemux:SystemUX expire 28 lines
03-09 18:59:52.941  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.952  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.963  1260 15059 I CompositorVR: WarpToScreen: Skipping frames for 17
03-09 18:59:52.965  5987  5987 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_grid_tile
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_grid_tile
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: devices_mouse_section
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: devices_mouse_section
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: mobility_section
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: mobility_section
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_sound_section
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_sound_section
03-09 18:59:52.965 13337 13408 E OsSdk   : error getting shared memory region, memory type: HeadTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.965 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServer: HeadTracker::getState failed
03-09 18:59:52.965 13337 13408 W [CT]    : SlamAnchorMemoryRuntimeIpcServerThread: RigidBodyStates update failure.
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: intrusion_detection_area_sensitivity
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: local_keyboard_enabled_in_home
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: local_keyboard_enabled_in_home
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_keyboard_section
03-09 18:59:52.965  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_keyboard_section
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: controllers_controller_calibration_forward_direction
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: auto_sleep_time
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: auto_sleep_time
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_floor
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_floor
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_double_tap_config
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: idle_shutdown_time
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: phone_notifications_enabled_all_apps
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: phone_notifications_enabled_all_apps
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: headset_distance_sensitivity
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: headset_distance_sensitivity
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: caption_text_color
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: security_grid_tile
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: security_grid_tile
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: personalization_display_theme_section
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: personalization_display_theme_section
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_guardian
03-09 18:59:52.966  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: sys_utils_redesign_menu_guardian_adjust_guardian
03-09 18:59:52.966 13337 13463 E OsSdk   : error getting shared memory region, memory type: AnchorTracker, failed with Status(-1, EX_SECURITY): 'requested shared memory region when not registered/focused'
03-09 18:59:52.967  5987  5987 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
03-09 18:59:52.967  5987  5987 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_clear_history
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_clear_history
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_mixed_reality
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_mixed_reality
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: software_update
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: software_update
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: headset_speed_sensitivity
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: headset_speed_sensitivity
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: auto_wake
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: auto_wake
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: accessibility_font_size
03-09 18:59:52.967  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_font_size
03-09 18:59:52.968  5987  5987 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
03-09 18:59:52.968  5987  5987 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
03-09 18:59:52.968  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: bounds_pulse_toggle
03-09 18:59:52.968  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: intrusion_detection_boundary_sensitivity
03-09 18:59:52.969  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: hands_hand_tracking_autotransition_user_preference
03-09 18:59:52.969  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: privacy_share_spatial_data
03-09 18:59:52.969  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: accessibility_hearing_section
03-09 18:59:52.969  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_hearing_section
03-09 18:59:52.969  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: devices_keyboard_section
03-09 18:59:52.969  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: devices_keyboard_section
03-09 18:59:52.969  1260  3002 I VrRuntimeService: RuntimeServiceSDKServer::SetGuardianSystemState: 1280640944
03-09 18:59:52.969  2899  3049 I GuardianSystem: UpdateGuardianSystemState: Flags changed: 532480, 524288, SYSTEM_GUARDIAN_VISIBLE,SYSTEM_GUARDIAN_VALID to SYSTEM_GUARDIAN_VALID
03-09 18:59:52.970  5987  5987 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
03-09 18:59:52.970  5987  5987 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
03-09 18:59:52.970  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: guardian_enable_intrusion_detection
03-09 18:59:52.970  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: guardian_enable_intrusion_detection
03-09 18:59:52.970  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: mobility_input_haptics_amplitude
03-09 18:59:52.970  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: mobility_input_haptics_amplitude
03-09 18:59:52.970  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: window_color
03-09 18:59:52.970  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: caption_text_background_color
03-09 18:59:52.971  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: controller_distance_sensitivity
03-09 18:59:52.971  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: controller_distance_sensitivity
03-09 18:59:52.971  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: system_about_section
03-09 18:59:52.971  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: system_about_section
03-09 18:59:52.971  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: personalization_virtual_environment_section
03-09 18:59:52.971  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: personalization_virtual_environment_section
03-09 18:59:52.972  5987  5987 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
03-09 18:59:52.972  5987  5987 D [SUI] SettingsSectionUtil: Should Show Voice Commands Section SystemUXConfig is Voice Command UI Enabled: false
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: personalization_library_section
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: personalization_library_section
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: about_terms_of_service
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: about_terms_of_service
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: mtp_dialog_toggle
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: environment_location_selector
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: installed_apps
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: installed_apps
03-09 18:59:52.972  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: accessibility_display_contrast
03-09 18:59:52.973  5987  5987 I [SUI] ConsumerConfiguration: Setting SystemUX Configuration and Policy Settings.
03-09 18:59:52.973  5987  5987 V [SUI] RawSettingsItem: valueFetcher is empty for id: video_capture_image_stabilization
03-09 18:59:52.973  5987  5987 V [SUI] RawSettingsItem: visibilityFetcher is empty for id: sound_do_not_disturb
